Title,LiveUrl,Total Units,Visitors,Page Views,Module Completed Rate,Module Started,Module Completed,Badges,Shared Badges,Module Hours Viewed,Module Avg Minutes per UV,Sum of Duration,Average Star rating,Total Rater,Sandbox Activate(Clicks),Sandbox Activate(Users),Products,Roles,Levels
Implement app security best practices with Cloud Access Security Brokers,https://docs.microsoft.com/en-us/learn/modules/microsoft-cloud-app-security-brokers/,5,78,292,65.22%,46,30,32,,8.111111111,6.239316239,15,5,1,,,m365-ems-cloud-app-security,administrator,beginner
Implement transactions with Transact-SQL,https://docs.microsoft.com/en-us/learn/modules/implement-transactions-transact-sql/,9,80,521,58.82%,51,30,31,,18.29222222,13.71916667,55,5,2,,,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,advanced
Introduction to modern analytics using Excel and Power BI,https://docs.microsoft.com/en-us/learn/modules/modern-analytics-intro/,7,152,692,34.88%,86,30,31,2,18.78027778,7.413267544,37,5,3,,,power-platform;power-bi,business-user;business-analyst,beginner
Operate a guide in Dynamics 365 Guides,https://docs.microsoft.com/en-us/learn/modules/operate-guides/,12,126,706,52.63%,57,30,31,,6.0875,2.898809524,91,5,4,,,dynamics-365;dynamics-guides;hololens,business-user;functional-consultant,intermediate
Prepare warehouse management for item tracking in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/prepare-item-tracking/,5,84,348,65.22%,46,30,28,,17.88277778,12.7734127,16,3.5,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Set up job task lines in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-job-task-lines/,4,95,351,49.18%,61,30,30,,9.39,5.930526316,20,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
What is distributed programming?,https://docs.microsoft.com/en-us/learn/modules/cmu-distributed-programming-introduction/,15,674,"2,269",10.60%,283,30,25,1,96.76222222,8.613847676,117,5,1,,,azure,developer;student,beginner
Work with SharePoint Content using the SharePoint Framework,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-spcontent/,8,298,"1,378",16.30%,184,30,34,,112.4341667,22.63775168,59,,,,,m365;office-sp-framework,developer,intermediate
Work with source control using Git in Visual Studio Code for Business Central,https://docs.microsoft.com/en-us/learn/modules/work-source-control-git/,13,250,"1,359",20.00%,150,30,29,,89.82444444,21.55786667,94,5,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Build a 3D Scene for mixed reality in Unity,https://docs.microsoft.com/en-us/learn/modules/build-3d-scene-mixed-reality-unity/,8,217,"1,072",23.97%,121,29,30,,35.4775,9.809447005,52,4,1,,,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,developer;business-owner;student;technology-manager,beginner
Build an IoT service for your cloud-native apps by using IoT Central,https://docs.microsoft.com/en-us/learn/modules/cna-build-iot-service/,10,83,513,72.50%,40,29,30,1,7.587222222,5.484738956,91,4.666666667,3,,,azure;azure-pipelines;azure-cosmos-db;azure-iot-central,administrator;developer;solution-architect;student,intermediate
Case studies: NoSQL databases and cloud object storage,https://docs.microsoft.com/en-us/learn/modules/cmu-case-study-nosql-databases/,6,201,586,32.58%,89,29,32,,20.43416667,6.099751244,82,,,,,azure,developer;student,beginner
Computational thinking and its importance in education,https://docs.microsoft.com/en-us/learn/modules/computational-thinking-importance-education/,6,57,286,74.36%,39,29,29,4,3.221666667,3.39122807,41,5,2,,,office-onenote,k-12-educator,beginner
Configure bins on the location card in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-bins-location/,5,64,294,70.73%,41,29,27,,9.840555556,9.225520833,17,2,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Configure the jobs setup in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-jobs-setup/,4,74,290,63.04%,46,29,26,,15.48638889,12.55653153,15,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Create journals for jobs in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-journals-for-jobs/,4,82,332,58.00%,50,29,24,,6.894166667,5.044512195,17,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Create new bins in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-new-bins/,5,70,306,61.70%,47,29,29,,7.529444444,6.453809524,18,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Creating and configuring a HDInsight Cluster,https://docs.microsoft.com/en-us/learn/modules/creating-and-configuring-hdinsight-cluster/,10,113,761,40.28%,72,29,27,,42.19861111,22.40634218,66,5,1,,,azure-hdinsight,data-engineer;data-scientist,beginner
Deploy IoT solutions with Azure SQL Database,https://docs.microsoft.com/en-us/learn/modules/deploy-iot-solution-azure-sql-database/,6,307,"1,013",22.31%,130,29,31,3,64.4375,12.59364821,45,4.75,4,22,20,azure-sql-database;azure-iot;azure-iot-hub;azure-virtual-machines;azure-functions;azure-log-analytics,developer;solution-architect;data-engineer;database-administrator;data-analyst,intermediate;advanced
Design an Azure Kubernetes Service network with Azure CNI,https://docs.microsoft.com/en-us/learn/modules/aks-network-design-azure-container-network-interface/,8,104,452,63.04%,46,29,31,,9.169166667,5.289903846,55,4.75,4,1,1,azure;azure-kubernetes-service,solution-architect,intermediate
Explore Co-management of Windows 10 devices,https://docs.microsoft.com/en-us/learn/modules/introduction-to-co-management-of-windows-10-devices/,7,84,375,50.88%,57,29,32,,15.89305556,11.35218254,31,5,3,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Explore cross-platform design patterns for Xamarin apps,https://docs.microsoft.com/en-us/learn/modules/explore-cross-platform-design-patterns/,12,246,"1,543",18.83%,154,29,25,,104.4541667,25.47662602,73,5,4,,,xamarin;vs;dotnet,developer,beginner
Hybrid learning: A new model for the future of learning,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-a-new-model-for-the-future-of-learning/,13,68,552,70.73%,41,29,32,4,3.777777778,3.333333333,60,5,2,,,office-teams;office-365,k-12-educator;school-leader,beginner
Integrate Dynamics 365 Remote Assist with Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/integrate-remote-assist/,7,109,483,44.62%,65,29,30,,15.88805556,8.745718654,20,5,2,,,dynamics-365;dynamics-field-service;dynamics-remote-assist,functional-consultant;business-user,intermediate
Learn inclusive marketing principles,https://docs.microsoft.com/en-us/learn/modules/inclusive-marketing/,6,178,612,29.29%,99,29,26,1,21.33583333,7.191853933,38,5,6,,,azure;m365;dynamics-365,business-analyst;business-owner;business-user;functional-consultant;technology-manager,beginner
Manage store inventory in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-store-inventory-commerce/,15,140,"1,026",30.53%,95,29,27,1,42.11138889,18.0477381,124,4.5,4,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate
Transform data by using Azure Stream Analytics,https://docs.microsoft.com/en-us/learn/modules/transform-data-with-azure-stream-analytics/,10,179,763,34.12%,85,29,32,1,13.69333333,4.589944134,49,5,1,,,azure;azure-stream-analytics,data-engineer,beginner
Use Resource Scheduling Optimization for Dynamics 365 Field Service,https://docs.microsoft.com/en-us/learn/modules/leveraging-resource-scheduling-optimization/,7,161,724,34.94%,83,29,28,,46.70472222,17.40548654,81,,,,,dynamics-365;dynamics-field-service,business-user;functional-consultant,intermediate
 Support learning environments with instructional leadership,https://docs.microsoft.com/en-us/learn/modules/support-learn-environments-instructional-leadership/,8,107,526,48.28%,58,28,25,2,5.848333333,3.279439252,34,5,1,,,office-forms;office-teams;office-365,k-12-educator;school-leader,intermediate
Allocate costs in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/allocate-costs-dynamics-365-business-central/,7,114,505,38.36%,73,28,21,,20.86805556,10.98318713,55,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Analyze images of rocks by using artificial intelligence,https://docs.microsoft.com/en-us/learn/modules/analyze-rock-images-ai-nasa/,8,106,672,46.67%,60,28,31,,20.14166667,11.4009434,24,5,4,,,vs-code,student;data-scientist,beginner
Automate data cleaning with Power Query,https://docs.microsoft.com/en-us/learn/modules/automate-data-cleaning-power-query/,7,147,703,30.77%,91,28,33,,31.93888889,13.03628118,89,4.75,4,,,power-platform;power-bi;power-query,business-user;business-analyst,beginner
Automate system and services actions in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/system-services-actions/,5,63,262,82.35%,34,28,26,,4.352777778,4.145502646,38,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Build product road maps,https://docs.microsoft.com/en-us/learn/modules/build-product-roadmaps/,11,229,"1,026",22.40%,125,28,24,1,52.66722222,13.7992722,41,4.4,10,,,azure,developer,beginner
Create powerful learning experiences with Surface devices and digital inking,https://docs.microsoft.com/en-us/learn/modules/create-powerful-learning-experiences-surface/,11,84,490,66.67%,42,28,29,2,9.485,6.775,42,5,1,,,surface,k-12-educator;school-leader,beginner
Create resources in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-resources/,7,69,395,66.67%,42,28,28,,15.78916667,13.72971014,37,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Customize a Xamarin.Forms ListView,https://docs.microsoft.com/en-us/learn/modules/customize-xamarin-forms-listview/,7,126,748,33.73%,83,28,28,,34.34472222,16.35462963,50,3.5,2,,,xamarin;dotnet;vs,developer,intermediate
Deploy Elastic Cloud on Azure,https://docs.microsoft.com/en-us/learn/modules/deploy-elastic-cloud-azure/,7,85,514,57.14%,49,28,34,,14.94972222,10.5527451,31,5,4,,,azure,developer,beginner
Generate a Loss prevention report in Dynamics 365 Fraud Protection,https://docs.microsoft.com/en-us/learn/modules/loss-prevention-report-fraud-protection/,8,81,393,63.64%,44,28,30,,8.356666667,6.190123457,57,5,1,,,dynamics-365;dynamics-fraud-protection;dynamics-commerce,business-user;functional-consultant,intermediate
Get started with the Windows Subsystem for Linux,https://docs.microsoft.com/en-us/learn/modules/get-started-with-windows-subsystem-for-linux/,8,"4,522","14,520",0.99%,"2,824",28,19,,541.8563889,7.189602683,102,5,6,,,windows;vs-code,developer,beginner
Hybrid learning in the intermediate classroom,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-intermediate-classroom/,9,47,327,90.32%,31,28,28,5,3.810833333,4.864893617,49,5,1,,,office-teams;office-onenote,k-12-educator;school-leader,beginner
Keep students engaged: Build strong student/teacher connections in a remote learning environment,https://docs.microsoft.com/en-us/learn/modules/keep-students-engaged-connections-remote-learning/,11,68,461,73.68%,38,28,28,4,7.560833333,6.671323529,61,5,2,,,office-teams;office-365;office-onenote,k-12-educator;school-leader,beginner
Onboard users to Microsoft Teams,https://docs.microsoft.com/en-us/learn/modules/m365-teams-onboard-users/,7,235,882,21.54%,130,28,34,,24.89444444,6.356028369,30,5,4,,,office-teams,administrator,intermediate
Pick and ship items from the warehouse in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/pick-ship-items-warehouse/,8,87,614,44.44%,63,28,24,,24.93222222,17.19463602,48,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Prepare for VMware migration by deploying Azure VMware Solution,https://docs.microsoft.com/en-us/learn/modules/deploy-azure-vmware-solution/,8,210,"1,136",26.17%,107,28,30,1,82.67722222,23.62206349,56,4,1,,,azure-vmware-solution,solution-architect;administrator,intermediate
Process monitoring and auditing with WinAutomation,https://docs.microsoft.com/en-us/learn/modules/process-monitoring-auditing/,6,67,302,73.68%,38,28,26,1,4.714722222,4.222139303,25,5,2,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Set up job planning lines in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-job-planning-lines/,7,119,573,37.84%,74,28,27,,15.9975,8.065966387,45,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Set up job posting groups in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-job-posting-groups/,4,80,267,59.57%,47,28,26,,11.87444444,8.905833333,17,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Set up put-away templates in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/put-away-templates/,7,66,384,60.87%,46,28,26,,11.525,10.47727273,29,1,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Transfer items in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/transfer-items/,9,90,541,47.46%,59,28,27,,14.675,9.783333333,44,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Work with data and events in Vue.js,https://docs.microsoft.com/en-us/learn/modules/vue-data-events/,9,128,802,35.44%,79,28,29,,30.52666667,14.309375,25,4.666666667,3,,,azure-app-service-static;vs-code,student;developer,intermediate
Automate email handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/automating-email-handling/,7,105,451,39.71%,68,27,25,1,10.97111111,6.269206349,31,5,1,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Configure 3D assets for mixed reality in Unity,https://docs.microsoft.com/en-us/learn/modules/configure-3d-assets-mixed-reality-unity/,8,142,751,34.18%,79,27,27,,18.01333333,7.611267606,41,4,1,,,azure;azure-cloud-services;azure-cognitive-services;azure-digital-twins;azure-iot;azure-iot-hub;azure-signalr-service;azure-event-grid;azure-event-hubs;azure-functions;hololens;windows;windows-mixed-reality,developer;business-owner;student;technology-manager,beginner
Configure your network for Microsoft 365 and Teams connectivity,https://docs.microsoft.com/en-us/learn/modules/m365-teams-connectivity/,7,282,807,26.21%,103,27,28,2,34.99611111,7.445981087,26,4.857142857,7,,,office-teams;m365,administrator,beginner
Construct Internet of Things devices using the .NET IoT Libraries,https://docs.microsoft.com/en-us/learn/modules/create-iot-device-dotnet/,7,304,"1,154",20.93%,129,27,27,1,27.54111111,5.435745614,46,5,5,,,dotnet,developer,intermediate
Control inventory at multiple locations in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/control-inventory-multiple-locations/,5,82,335,58.70%,46,27,24,,6.949166667,5.084756098,21,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
"Create fixed asset classes, subclasses, and locations in Dynamics 365 Business Central",https://docs.microsoft.com/en-us/learn/modules/create-classes-subclasses-locations/,6,88,364,58.70%,46,27,26,,5.726944444,3.904734848,23,3,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Data collection and manipulation,https://docs.microsoft.com/en-us/learn/modules/collect-manipulate-data-python-nasa/,8,194,793,31.40%,86,27,29,,26.60583333,8.228608247,33,5,4,,,vs-code,student;data-scientist,beginner
Database handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/database-handling/,4,60,232,79.41%,34,27,24,,1.005277778,1.005277778,24,4.5,2,,,power-platform;power-automate,maker;developer;functional-consultant,intermediate
Deploy Elastic on Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/deploy-elastic-azure-virtual-machines/,5,60,300,79.41%,34,27,32,,4.288333333,4.288333333,27,4.666666667,3,,,azure;azure-virtual-machines;azure-linux-vm,developer,beginner
Display collections in Xamarin.Forms apps by using ListView,https://docs.microsoft.com/en-us/learn/modules/display-collections-in-xamarin-forms-apps-with-listview/,7,139,793,27.55%,98,27,27,,34.50694444,14.89508393,71,5,1,,,xamarin;dotnet;vs,developer,intermediate
Implement Windows Server failover clustering,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-failover-cluster/,9,222,"1,125",20.77%,130,27,39,,44.66333333,12.07117117,63,5,3,,,windows-server,administrator;security-engineer;solution-architect,intermediate
Implement Windows Server File Server high availability,https://docs.microsoft.com/en-us/learn/modules/implement-windows-server-file-server-high-availability/,7,235,831,23.68%,114,27,34,,50.10055556,12.79163121,45,4.666666667,3,,,windows-server,administrator;security-engineer;solution-architect,intermediate
Introduction to rocket launches,https://docs.microsoft.com/en-us/learn/modules/introduction-rocket-launch-nasa/,12,188,"1,150",19.42%,139,27,28,,18.20805556,5.81108156,40,5,2,,,vs-code,student;data-scientist,beginner
Leverage Microsoft Graph & third-party APIs,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-graph-3rd-party-apis/,8,176,711,26.73%,101,27,28,,39.56611111,13.48844697,76,5,1,,,m365;office-sp-framework,developer,intermediate
Manage inbound serial and lot numbers in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/manage-inbound-serial-lot-numbers/,6,79,386,60.00%,45,27,28,,7.312777778,5.554008439,40,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Predict meteor showers by using Python and Visual Studio Code,https://docs.microsoft.com/en-us/learn/modules/predict-meteor-showers-using-python/,10,221,"1,134",21.95%,123,27,28,1,48.59333333,13.19276018,49,4.8,5,,,vs-code,data-scientist;developer;student,beginner
Set up main assets and asset components in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-main-assets-components/,5,98,368,48.21%,56,27,29,,12.80388889,7.839115646,23,4,2,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
"Transform data by implementing pivot, unpivot, rollup, and cube",https://docs.microsoft.com/en-us/learn/modules/transform-data-by-implementing-pivot-unpivot-rollup-cube/,6,72,312,61.36%,44,27,29,,10.16861111,8.473842593,50,5,1,,,azure-sql-database;azure-sql-managed-instance;azure-sql-virtual-machines;azure-sqlserver-vm;sql-server,data-analyst;data-engineer;data-scientist;database-administrator;developer;solution-architect;student,advanced
Configure depreciation books in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-depreciation-books/,7,93,485,41.94%,62,26,25,,16.18361111,10.44103943,40,4,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Configure fixed assets setup pages in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/configure-fixed-asset-setup-pages/,4,55,239,70.27%,37,26,24,,3.550555556,3.873333333,17,4,1,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Countdown to successful family-teacher conferences,https://docs.microsoft.com/en-us/learn/modules/countdown-successful-family-teacher-conferences/,11,69,413,72.22%,36,26,26,3,3.343055556,2.907004831,55,,,,,office-teams;office-onenote;office-powerpoint,k-12-educator,beginner
Create an Azure Batch account by using the Azure portal,https://docs.microsoft.com/en-us/learn/modules/create-batch-account-using-azure-portal/,8,81,444,54.17%,48,26,29,,6.379166667,4.725308642,38,5,1,,,azure;azure-batch,developer,intermediate
Create and process fixed kanbans in Dynamics 365 Supply Chain Management,https://docs.microsoft.com/en-us/learn/modules/create-process-fixed-kanbans-dyn365-supply-chain-mgmt/,9,181,877,23.85%,109,26,26,,58.52916667,19.4019337,130,5,1,,,dynamics-365;dynamics-scm;dynamics-finance-operations,business-user;functional-consultant,intermediate
Extend the SharePoint user interface with SharePoint Framework extensions,https://docs.microsoft.com/en-us/learn/modules/sharepoint-spfx-extensions/,8,189,727,22.61%,115,26,30,,37.02583333,11.7542328,62,5,2,,,m365;office-sp-framework,developer,intermediate
Identify functional table types and characteristics in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/identify-table-types/,12,134,846,27.66%,94,26,26,,52.26388889,23.40174129,73,,,,,dynamics-365;dynamics-business-central,developer,intermediate
Improve Azure NetApp Files performance for your EDA and HPC applications by using best practices,https://docs.microsoft.com/en-us/learn/modules/improve-azure-netapp-files-performance-hpc-eda-best-practices/,6,57,245,81.25%,32,26,25,,4.6625,4.907894737,22,5,1,,,azure;azure-netapp-files,administrator;functional-consultant;solution-architect;student;technology-manager,intermediate
Introduction to 5G for Azure in the Enterprise,https://docs.microsoft.com/en-us/learn/modules/intro-5g-enterprise/,6,129,489,31.71%,82,26,22,,17.40777778,8.096640827,32,5,3,,,azure-iot-edge,ai-edge-engineer,beginner
Introduction to the basics of file management in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/introduction-basics-file-management/,7,196,981,20.00%,130,26,22,,39.99472222,12.24328231,56,4,1,,,dynamics-365;dynamics-business-central,developer,intermediate
Manage customer engagement in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-customer-engagement/,7,104,537,35.62%,73,26,26,,21.5275,12.41971154,59,4.666666667,3,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate
Place scene objects using Grid Object Collection,https://docs.microsoft.com/en-us/learn/modules/place-scene-objects/,9,70,563,46.43%,56,26,28,,14.29583333,12.25357143,54,5,1,,,windows;windows-mixed-reality;mrtk;hololens;azure;mrtk,developer,beginner
Prepare your Windows 10 devices for Co-management,https://docs.microsoft.com/en-us/learn/modules/prepare-your-windows-10-devices-for-co-management/,6,68,303,65.00%,40,26,29,,7.8325,6.911029412,21,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
"Schedule crews, facilities, and resource pooling in Dynamics 365 Field Service",https://docs.microsoft.com/en-us/learn/modules/schedule-resource-pools-crew-and-facilities-urs-dynamics-field-service/,8,142,723,29.55%,88,26,25,,57.33583333,24.22640845,65,,,,,dynamics-365;dynamics-field-service,functional-consultant,intermediate
Securing you: Basics and beyond,https://docs.microsoft.com/en-us/learn/modules/securing-you-basics-beyond/,5,105,478,53.06%,49,26,22,3,19.66194444,11.23539683,34,5,7,,,azure,solution-architect;administrator;developer;student;security-engineer;business-user,beginner
Set up time sheets in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/set-up-timesheets/,7,100,523,43.33%,60,26,23,,10.53888889,6.323333333,31,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Show a user's emails in a JavaScript app with Microsoft Graph,https://docs.microsoft.com/en-us/learn/modules/msgraph-show-user-emails/,9,173,"1,009",17.57%,148,26,17,,28.49333333,9.882080925,26,,,,,m365;ms-graph,developer,intermediate
Use WinAutomation to interact with windows and applications,https://docs.microsoft.com/en-us/learn/modules/ui-automation/,5,78,334,53.06%,49,26,25,,6.564166667,5.049358974,33,,,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Combine WinAutomation and Power Automate,https://docs.microsoft.com/en-us/learn/modules/winautomation-power-automate/,5,105,334,44.64%,56,25,22,,7.946111111,4.540634921,50,5,1,,,power-automate;power-platform,maker;developer;functional-consultant,beginner
Configure Microsoft Cloud App Security initial settings,https://docs.microsoft.com/en-us/learn/modules/configure-microsoft-cloud-app-security-initial-settings/,6,75,348,54.35%,46,25,25,,13.8675,11.094,29,5,2,,,m365-ems-cloud-app-security,administrator,beginner
Create a dataset for a Power BI report in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/create-data-set/,12,214,"1,112",20.16%,124,25,25,,70.86944444,19.86993769,92,5,1,,,dynamics-365;dynamics-business-central,functional-consultant;developer,intermediate
DLP for Teams and Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/m365-data-loss-prevention-microsoft-teams/,11,103,548,51.02%,49,25,26,,20.28527778,11.81666667,49,4.75,4,,,m365;office-teams,administrator,beginner
Explore Data Loss Prevention in Microsoft 365,https://docs.microsoft.com/en-us/learn/modules/explore-data-loss-prevention-microsoft-365/,9,93,520,49.02%,51,25,33,,20.51416667,13.23494624,45,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Get started with Microsoft Cloud for Healthcare solutions powered by Dynamics 365,https://docs.microsoft.com/en-us/learn/modules/get-started-healthcare/,5,117,505,33.33%,75,25,23,,29.69194444,15.22663818,19,5,3,,,industry-solutions;mscloud-healthcare,business-user;functional-consultant;maker,beginner
Hybrid learning for the adolescent learner,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-for-the-adolescent-learner/,10,59,353,75.76%,33,25,24,3,4.495555556,4.571751412,60,,,,,office-teams;office-onenote;sway,k-12-educator;school-leader,beginner
Hybrid learning in the primary classroom,https://docs.microsoft.com/en-us/learn/modules/hybrid-learning-primary-classroom/,9,52,335,73.53%,34,25,24,4,9.184722222,10.59775641,46,5,1,,,office-teams;office-365,k-12-educator;school-leader,beginner
Introduction to software testing concepts,https://docs.microsoft.com/en-us/learn/modules/visual-studio-test-concepts/,6,228,834,24.75%,101,25,22,1,43.30888889,11.39707602,19,4.75,4,,,vs,developer;student,beginner
Introduction to TensorFlow using Keras,https://docs.microsoft.com/en-us/learn/modules/intro-machine-learning-keras/,6,146,594,20.49%,122,25,31,1,25.77583333,10.59280822,46,5,2,32,30,azure,data-scientist;developer;student,beginner
Key differences between Dynamics AX 2012 and Finance and Operations apps,https://docs.microsoft.com/en-us/learn/modules/difference-ax2012-finance-operations/,8,146,609,25.77%,97,25,21,,24.99277778,10.27100457,82,4.5,2,,,dynamics-finance-operations;dynamics-finance;dynamics-scm,functional-consultant;solution-architect;administrator;developer,intermediate
"Lead forward: Integrate the best strategies from remote, hybrid, and blended learning for school leaders",https://docs.microsoft.com/en-us/learn/modules/lead-forward-remote-hybrid-blended/,11,40,346,96.15%,26,25,25,6,2.357222222,3.535833333,58,,,,,windows,school-leader,beginner
Manage clienteling in Dynamics 365 Commerce,https://docs.microsoft.com/en-us/learn/modules/manage-clienteling/,7,80,409,47.17%,53,25,25,,8.920833333,6.690625,38,4.5,2,,,dynamics-365;dynamics-commerce,functional-consultant;business-user,intermediate
Migrate SQL workloads to Azure virtual machines,https://docs.microsoft.com/en-us/learn/modules/migrate-sql-workloads-azure-virtual-machines/,5,56,217,78.13%,32,25,28,,5.345555556,5.727380952,25,4.333333333,3,,,azure;azure-virtual-machines;sql-server,data-engineer,intermediate
Record fixed asset opening transactions in Dynamics 365 Business Central,https://docs.microsoft.com/en-us/learn/modules/record-fixed-assets-opening-transactions/,4,83,294,43.86%,57,25,26,,7.901666667,5.712048193,29,,,,,dynamics-365;dynamics-business-central,functional-consultant;business-user,intermediate
Synchronization actions in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/sync-actions/,5,48,212,80.65%,31,25,23,,1.580555556,1.975694444,24,5,1,,,power-platform;power-automate,maker;developer;functional-consultant,intermediate
Understand factors that influence HPC storage selection in Azure,https://docs.microsoft.com/en-us/learn/modules/hpc-storage-considerations/,9,69,387,67.57%,37,25,28,,12.23027778,10.63502415,68,,,,,azure;azure-storage,developer,beginner
Web automation in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/web-automation/,8,73,386,56.82%,44,25,26,1,8.511388889,6.9956621,60,3.5,2,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
Analyze Windows 10 diagnostic data using Desktop Analytics,https://docs.microsoft.com/en-us/learn/modules/introduction-to-desktop-analytics/,8,74,358,61.54%,39,24,29,,19.63444444,15.91981982,37,5,2,,,azure-active-directory;m365;office-365,administrator;security-engineer;solution-architect;technology-manager,intermediate
Choose the best service level of Azure NetApp Files for your HPC applications,https://docs.microsoft.com/en-us/learn/modules/choose-service-level-azure-netapp-files-hpc-applications/,5,54,231,85.71%,28,24,25,1,3.486388889,3.873765432,15,5,1,,,azure-netapp-files,student;functional-consultant;solution-architect;technology-manager;administrator,beginner
Configure Microsoft Cloud App Security cloud discovery,https://docs.microsoft.com/en-us/learn/modules/configure-microsoft-cloud-app-security-cloud-discovery/,7,79,366,52.17%,46,24,27,,14.9825,11.37911392,37,5,3,,,m365-ems-cloud-app-security,administrator,beginner
Control file and folder handling in WinAutomation,https://docs.microsoft.com/en-us/learn/modules/files-folders-handling/,6,59,253,72.73%,33,24,24,,4.22,4.291525424,56,5,1,,,power-platform;power-automate,maker;developer;functional-consultant,beginner
